id	src tokenized	tgt tokenized	src raw	tgt raw	bias type tag
672	[I, won't, know, how, you, feel, till, you, tell, me]	[I, won't, know, how, you, feel, till, you, tell, me]	I won't know how you feel till you tell me	I won't know how you feel till you tell me	unbiased
673	[The, best, people, are, the, ones, that, can't, go, to, sleep, or, wake, up, early, bc, they're, always, there, to, talk, to]	[The, best, people, are, the, ones, that, can't, go, to, sleep, or, wake, up, early, bc, they're, always, there, to, talk, to]	The best people are the ones that can't go to sleep or wake up early bc they're always there to talk to	The best people are the ones that can't go to sleep or wake up early bc they're always there to talk to	unbiased
674	[With, Spring, upon, us, what, better, time, to, see, what's, happening, in, the, @SuffolkAONB?, Check, out, their, latest, newspaper]	[With, Spring, upon, us, what, better, time, to, see, what's, happening, in, the, @SuffolkAONB?, Check, out, their, latest, newspaper]	With Spring upon us what better time to see what's happening in the @SuffolkAONB? Check out their latest newspaper	With Spring upon us what better time to see what's happening in the @SuffolkAONB? Check out their latest newspaper	unbiased
675	[Everyone, go, follow, this, siick, ass, graphic, designer!]	[Everyone, go, follow, this, siick, ass, graphic, designer!]	Everyone go follow this siick ass graphic designer!	Everyone go follow this siick ass graphic designer!	unbiased
676	[How, strong, are, the, March, schedules, for, the, worst, teams, in, the, NBA?]	[How, strong, are, the, March, schedules, for, the, worst, teams, in, the, NBA?]	How strong are the March schedules for the worst teams in the NBA?	How strong are the March schedules for the worst teams in the NBA?	unbiased
677	[people, on, twitter, who, don't, follow, anyone, they, don't, know, irl., that's, the, whole, point, of, twitter...]	[people, on, twitter, who, don't, follow, anyone, they, don't, know, irl., that's, the, whole, point, of, twitter...]	people on twitter who don't follow anyone they don't know irl. that's the whole point of twitter...	people on twitter who don't follow anyone they don't know irl. that's the whole point of twitter...	unbiased
678	[Because, despite, nearly, always, having, the, ingredients, for, an, omelette]	[Because, despite, nearly, always, having, the, ingredients, for, an, omelette]	Because despite nearly always having the ingredients for an omelette	Because despite nearly always having the ingredients for an omelette	unbiased
679	[Soccer, is, defined, by, those, who, dare.]	[Soccer, is, defined, by, those, who, dare.]	Soccer is defined by those who dare.	Soccer is defined by those who dare.	unbiased
680	[Your, world, is, full, of, invisible, fuses, today, and, you, are]	[Your, world, is, full, of, invisible, fuses, today, and, you, are]	Your world is full of invisible fuses today and you are	Your world is full of invisible fuses today and you are	unbiased
681	[I'm, only, 23, I'm, the, Shit, now, Look, at, Me]	[I'm, only, 23, I'm, the, Shit, now, Look, at, Me]	I'm only 23 I'm the Shit now Look at Me	I'm only 23 I'm the Shit now Look at Me	unbiased
682	[This, the, earliest, i've, been, up, since, summer, started]	[This, the, earliest, i've, been, up, since, summer, started]	This the earliest i've been up since summer started	This the earliest i've been up since summer started	unbiased
683	[I'm, sleepy, AF.]	[I'm, sleepy, AF.]	I'm sleepy AF.	I'm sleepy AF.	unbiased
684	[girl, what's, wrong, with, em!!!]	[girl, what's, wrong, with, em!!!]	girl what's wrong with em!!!	girl what's wrong with em!!!	unbiased
685	[roll, up, to, the, party, with, the, squad]	[roll, up, to, the, party, with, the, squad]	roll up to the party with the squad	roll up to the party with the squad	unbiased
686	[Elvis, Presley, signing, autograph]	[Elvis, Presley, signing, autograph]	Elvis Presley signing autograph	Elvis Presley signing autograph	unbiased
687	[I, completed, the, Fisherman, Savior, quest, in, Mysterior]	[I, completed, the, Fisherman, Savior, quest, in, Mysterior]	I completed the Fisherman Savior quest in Mysterior	I completed the Fisherman Savior quest in Mysterior	unbiased
688	[Then, it, wants, to, start, snowing, on, top, of, my, already, shitty, day]	[Then, it, wants, to, start, snowing, on, top, of, my, already, shitty, day]	Then it wants to start snowing on top of my already shitty day	Then it wants to start snowing on top of my already shitty day	unbiased
689	[@ddlovato, She, makes, me, feel, power, in, even, the, saddest, days!]	[@ddlovato, She, makes, me, feel, power, in, even, the, saddest, days!]	@ddlovato She makes me feel power in even the saddest days!	@ddlovato She makes me feel power in even the saddest days!	unbiased
690	[The, hair, on, my, legs, grow, back, fast, af!, I, just, shaved, them, Sunday!!!!!!!!!]	[The, hair, on, my, legs, grow, back, fast, af!, I, just, shaved, them, Sunday!!!!!!!!!]	The hair on my legs grow back fast af! I just shaved them Sunday!!!!!!!!!	The hair on my legs grow back fast af! I just shaved them Sunday!!!!!!!!!	unbiased
691	[Strong!, like, i, said., thanks, for, all, the, support., We, got, a, big, year, coming, up.]	[Strong!, like, i, said., thanks, for, all, the, support., We, got, a, big, year, coming, up.]	Strong! like i said. thanks for all the support. We got a big year coming up.	Strong! like i said. thanks for all the support. We got a big year coming up.	unbiased
692	[Sip, coffee, daily, to, prevent, eye, damage]	[Sip, coffee, daily, to, prevent, eye, damage]	Sip coffee daily to prevent eye damage	Sip coffee daily to prevent eye damage	unbiased
693	[I, usually, don't, like, tall, guys, but..., @kburton_25, thoooooo\ud83d\ude4c]	[I, usually, don't, like, tall, guys, but..., @kburton_25, thoooooo\ud83d\ude4c]	I usually don't like tall guys but... @kburton_25 thoooooo\ud83d\ude4c	I usually don't like tall guys but... @kburton_25 thoooooo\ud83d\ude4c	unbiased
694	[I, wonder, if, guys, ever, get, insecur]	[I, wonder, if, guys, ever, get, insecur]	I wonder if guys ever get insecur	I wonder if guys ever get insecur	unbiased
695	[@emzmac_xo, no, wonder, hahahahaha, they, were, steaming, and, your, shouting, abuse, at, a, poor, innocent, man, trying, to, get, home, from, work, hahahha]	[@emzmac_xo, no, wonder, hahahahaha, they, were, steaming, and, your, shouting, abuse, at, a, poor, innocent, man, trying, to, get, home, from, work, hahahha]	@emzmac_xo no wonder hahahahaha they were steaming and your shouting abuse at a poor innocent man trying to get home from work hahahha	@emzmac_xo no wonder hahahahaha they were steaming and your shouting abuse at a poor innocent man trying to get home from work hahahha	unbiased
696	[Man, Utd, not, naming, new, boss, this, week, http://t.co/sAUsQRji5v]	[Man, Utd, not, naming, new, boss, this, week, http://t.co/sAUsQRji5v]	Man Utd not naming new boss this week http://t.co/sAUsQRji5v	Man Utd not naming new boss this week http://t.co/sAUsQRji5v	unbiased
697	[Happy, birthday, to, my, main, man, @ScooterMcGavin8, #growingup, #19]	[Happy, birthday, to, my, main, man, @ScooterMcGavin8, #growingup, #19]	Happy birthday to my main man @ScooterMcGavin8 #growingup #19	Happy birthday to my main man @ScooterMcGavin8 #growingup #19	unbiased
698	[RT, @reviewjournal:, Fla., man, files, class-action, lawsuit, over, receiving, text, msgs., from, Las, Vegas, show., http://t.co/KeqJhnHbdY]	[RT, @reviewjournal:, Fla., man, files, class-action, lawsuit, over, receiving, text, msgs., from, Las, Vegas, show., http://t.co/KeqJhnHbdY]	RT @reviewjournal: Fla. man files class-action lawsuit over receiving text msgs. from Las Vegas show. http://t.co/KeqJhnHbdY	RT @reviewjournal: Fla. man files class-action lawsuit over receiving text msgs. from Las Vegas show. http://t.co/KeqJhnHbdY	unbiased
699	[RT, @coolfunnytshirt:, Ashutosh:, I, am, a, Man, tanning, in, peace.., \n\nKejri, :, Abe]	[RT, @coolfunnytshirt:, Ashutosh:, I, am, a, Man, tanning, in, peace.., \n\nKejri, :, Abe]	RT @coolfunnytshirt: Ashutosh: I am a Man tanning in peace.. \n\nKejri : Abe	RT @coolfunnytshirt: Ashutosh: I am a Man tanning in peace.. \n\nKejri : Abe	unbiased
700	[It's, nearly, impossible, to, contain, your, exuberant, self-expression]	[It's, nearly, impossible, to, contain, your, exuberant, self-expression]	It's nearly impossible to contain your exuberant self-expression	It's nearly impossible to contain your exuberant self-expression	unbiased
701	[@theblondeabroad, A, return, flight, to, see, you?, ;-)]	[@theblondeabroad, A, return, flight, to, see, you?, ;-)]	@theblondeabroad A return flight to see you? ;-)	@theblondeabroad A return flight to see you? ;-)	unbiased
702	[@WomanDoItAll:, Don't, stress., Do, your, best., Forget, the, rest.]	[@WomanDoItAll:, Don't, stress., Do, your, best., Forget, the, rest.]	@WomanDoItAll: Don't stress. Do your best. Forget the rest.	@WomanDoItAll: Don't stress. Do your best. Forget the rest.	unbiased
703	[Cullen's, always, been, right, when, he, gives, his, advice, to, me]	[Cullen's, always, been, right, when, he, gives, his, advice, to, me]	Cullen's always been right when he gives his advice to me	Cullen's always been right when he gives his advice to me	unbiased
704	[I, would, jump, off, a, 50ft, ladder, in, happiness, id, do, it, just, id, prob, jump, off, the, 1st, step]	[I, would, jump, off, a, 50ft, ladder, in, happiness, id, do, it, just, id, prob, jump, off, the, 1st, step]	I would jump off a 50ft ladder in happiness id do it just id prob jump off the 1st step	I would jump off a 50ft ladder in happiness id do it just id prob jump off the 1st step	unbiased
705	[What, the, hell, is, happening?]	[What, the, hell, is, happening?]	What the hell is happening?	What the hell is happening?	unbiased
706	[@DanPatrick, actually, that's, not, your, place, to, say!!!]	[@DanPatrick, actually, that's, not, your, place, to, say!!!]	@DanPatrick actually that's not your place to say!!!	@DanPatrick actually that's not your place to say!!!	unbiased
707	[Your, message, could, get, lost, in, a, flurry, of, too, many, words, today..., More, for, Gemini]	[Your, message, could, get, lost, in, a, flurry, of, too, many, words, today..., More, for, Gemini]	Your message could get lost in a flurry of too many words today... More for Gemini	Your message could get lost in a flurry of too many words today... More for Gemini	unbiased
708	[(:]	[(:]	(:	(:	unbiased
709	[Syria, rebels, begin, evacuating, city, of, Homs:, Hundreds, of, Syrian, rebels, on, Wednesday, began, evacuating, their, last]	[Syria, rebels, begin, evacuating, city, of, Homs:, Hundreds, of, Syrian, rebels, on, Wednesday, began, evacuating, their, last]	Syria rebels begin evacuating city of Homs: Hundreds of Syrian rebels on Wednesday began evacuating their last	Syria rebels begin evacuating city of Homs: Hundreds of Syrian rebels on Wednesday began evacuating their last	unbiased
710	[You, honestly, scare, the, shit, out, of, me, and, I, have, no, idea, what, your, next, step, will, b]	[You, honestly, scare, the, shit, out, of, me, and, I, have, no, idea, what, your, next, step, will, b]	You honestly scare the shit out of me and I have no idea what your next step will b	You honestly scare the shit out of me and I have no idea what your next step will b	unbiased
711	[lol, see, you, tomorrow, bro]	[lol, see, you, tomorrow, bro]	lol see you tomorrow bro	lol see you tomorrow bro	unbiased
712	[You, may, choose, to, look, the, other, way, but, you, can, never, say, again, that, you, did, not, know.]	[You, may, choose, to, look, the, other, way, but, you, can, never, say, again, that, you, did, not, know.]	You may choose to look the other way but you can never say again that you did not know.	You may choose to look the other way but you can never say again that you did not know.	unbiased
713	[Women's, Chiffon, Long, Sleeve, Casual, Blouse, Top, T-Shirts]	[Women's, Chiffon, Long, Sleeve, Casual, Blouse, Top, T-Shirts]	Women's Chiffon Long Sleeve Casual Blouse Top T-Shirts	Women's Chiffon Long Sleeve Casual Blouse Top T-Shirts	unbiased
714	[STFU, THANKS]	[STFU, THANKS]	STFU THANKS	STFU THANKS	unbiased
715	[The, Gloriously, Good, Food, Gazette, is, out!]	[The, Gloriously, Good, Food, Gazette, is, out!]	The Gloriously Good Food Gazette is out!	The Gloriously Good Food Gazette is out!	unbiased
716	[That's, my, song!!!]	[That's, my, song!!!]	That's my song!!!	That's my song!!!	unbiased
717	[Xiumin, Ge..why, you, take, a, walk, with, Manager, Hyung?]	[Xiumin, Ge..why, you, take, a, walk, with, Manager, Hyung?]	Xiumin Ge..why you take a walk with Manager Hyung?	Xiumin Ge..why you take a walk with Manager Hyung?	unbiased
718	[Y, my, course, so, expensive?]	[Y, my, course, so, expensive?]	Y my course so expensive?	Y my course so expensive?	unbiased
719	[am, i, the, only, one, excited, for, the, fault, in, our, stars, movie?]	[am, i, the, only, one, excited, for, the, fault, in, our, stars, movie?]	am i the only one excited for the fault in our stars movie?	am i the only one excited for the fault in our stars movie?	unbiased
720	[haha, i, always, do, that, when, im, bored]	[haha, i, always, do, that, when, im, bored]	haha i always do that when im bored	haha i always do that when im bored	unbiased
721	[I'm, a, Virgo]	[I'm, a, Virgo]	I'm a Virgo	I'm a Virgo	unbiased
722	[This, Gone, Hurt, You, More, Than, It, Hurts, Me]	[This, Gone, Hurt, You, More, Than, It, Hurts, Me]	This Gone Hurt You More Than It Hurts Me	This Gone Hurt You More Than It Hurts Me	unbiased
723	[BIG, BROWN, POO]	[BIG, BROWN, POO]	BIG BROWN POO	BIG BROWN POO	unbiased
724	[Did, you, eat, the, booty?]	[Did, you, eat, the, booty?]	Did you eat the booty?	Did you eat the booty?	unbiased
725	[Trade, in, long, days, at, work, for, long, days, at, the, beach, at, @Marriott_Cayman!]	[Trade, in, long, days, at, work, for, long, days, at, the, beach, at, @Marriott_Cayman!]	Trade in long days at work for long days at the beach at @Marriott_Cayman!	Trade in long days at work for long days at the beach at @Marriott_Cayman!	unbiased
726	[So, excited, to, b, in, Brazil, can't, believe, I'm, actually, here]	[So, excited, to, b, in, Brazil, can't, believe, I'm, actually, here]	So excited to b in Brazil can't believe I'm actually here	So excited to b in Brazil can't believe I'm actually here	unbiased
727	[Drone, parts, owned, by, the, feds, were, accidentally, mailed, to, a, student.]	[Drone, parts, owned, by, the, feds, were, accidentally, mailed, to, a, student.]	Drone parts owned by the feds were accidentally mailed to a student.	Drone parts owned by the feds were accidentally mailed to a student.	unbiased
728	[half, of, Ukraine's, country, is, mostly, Russian, though., Only, problem, is, its, on, the, other, side, closest, to, Russia, so, it, seems, sketchy]	[half, of, Ukraine's, country, is, mostly, Russian, though., Only, problem, is, its, on, the, other, side, closest, to, Russia, so, it, seems, sketchy]	half of Ukraine's country is mostly Russian though. Only problem is its on the other side closest to Russia so it seems sketchy	half of Ukraine's country is mostly Russian though. Only problem is its on the other side closest to Russia so it seems sketchy	unbiased
729	[Way, to, start, my, morningg..]	[Way, to, start, my, morningg..]	Way to start my morningg..	Way to start my morningg..	unbiased
730	[Panasonic, announces, a, 4K-recording, superzoom, camera]	[Panasonic, announces, a, 4K-recording, superzoom, camera]	Panasonic announces a 4K-recording superzoom camera	Panasonic announces a 4K-recording superzoom camera	unbiased
731	[Happy, Birthday, to, YOU, @justinbieber, !!!]	[Happy, Birthday, to, YOU, @justinbieber, !!!]	Happy Birthday to YOU @justinbieber !!!	Happy Birthday to YOU @justinbieber !!!	unbiased
732	[People, loving, my, SnapChat]	[People, loving, my, SnapChat]	People loving my SnapChat	People loving my SnapChat	unbiased
733	[GODDAMN]	[GODDAMN]	GODDAMN	GODDAMN	unbiased
734	[how, am, i, supposed, to, get, over, allison, argent's, death, it, doesnt, work, like, that]	[how, am, i, supposed, to, get, over, allison, argent's, death, it, doesnt, work, like, that]	how am i supposed to get over allison argent's death it doesnt work like that	how am i supposed to get over allison argent's death it doesnt work like that	unbiased
735	[Grilled, Lamb]	[Grilled, Lamb]	Grilled Lamb	Grilled Lamb	unbiased
736	[yeah, I, been, fed, up, with, yo, ass, awhile, ago., Lol]	[yeah, I, been, fed, up, with, yo, ass, awhile, ago., Lol]	yeah I been fed up with yo ass awhile ago. Lol	yeah I been fed up with yo ass awhile ago. Lol	unbiased
737	[If, I, send, you, an, ugly, snapchat]	[If, I, send, you, an, ugly, snapchat]	If I send you an ugly snapchat	If I send you an ugly snapchat	unbiased
738	[I, got, like, 6, watches, and, half, of, them, broke, lol, FUCK!]	[I, got, like, 6, watches, and, half, of, them, broke, lol, FUCK!]	I got like 6 watches and half of them broke lol FUCK!	I got like 6 watches and half of them broke lol FUCK!	unbiased
739	[This, class, boring..]	[This, class, boring..]	This class boring..	This class boring..	unbiased
740	[Be, sure, to, follow, my, etsy, shop, I'll, be, adding, some, cute, wall, art, later, today]	[Be, sure, to, follow, my, etsy, shop, I'll, be, adding, some, cute, wall, art, later, today]	Be sure to follow my etsy shop I'll be adding some cute wall art later today	Be sure to follow my etsy shop I'll be adding some cute wall art later today	unbiased
741	[Loads, of, Game, Of, Thrones, stuff, going, on, in, my, TL.]	[Loads, of, Game, Of, Thrones, stuff, going, on, in, my, TL.]	Loads of Game Of Thrones stuff going on in my TL.	Loads of Game Of Thrones stuff going on in my TL.	unbiased
742	[Take, a, look, at, our, #blog, of, the, week, #fashion, #fblogger]	[Take, a, look, at, our, #blog, of, the, week, #fashion, #fblogger]	Take a look at our #blog of the week #fashion #fblogger	Take a look at our #blog of the week #fashion #fblogger	unbiased
743	[I'm, the, type, of, person, that, tries, to, fall, back, asleep, in, the, morning, just, to, finish, a, dream.]	[I'm, the, type, of, person, that, tries, to, fall, back, asleep, in, the, morning, just, to, finish, a, dream.]	I'm the type of person that tries to fall back asleep in the morning just to finish a dream.	I'm the type of person that tries to fall back asleep in the morning just to finish a dream.	unbiased
744	[Three, Things, I, Need, to, Stop, Doing, (and, maybe, you, do, too)]	[Three, Things, I, Need, to, Stop, Doing, (and, maybe, you, do, too)]	Three Things I Need to Stop Doing (and maybe you do too)	Three Things I Need to Stop Doing (and maybe you do too)	unbiased
745	[Logic, will, get, you, from, A, to, B., Imagination, will, take, you, anywhere., -Albert, Einstein]	[Logic, will, get, you, from, A, to, B., Imagination, will, take, you, anywhere., -Albert, Einstein]	Logic will get you from A to B. Imagination will take you anywhere. -Albert Einstein	Logic will get you from A to B. Imagination will take you anywhere. -Albert Einstein	unbiased
746	[22, days, till, I'm, 21]	[22, days, till, I'm, 21]	22 days till I'm 21	22 days till I'm 21	unbiased
747	[@Jovonne_Mariah, suuuure, it, is, haha, jk, I, know]	[@Jovonne_Mariah, suuuure, it, is, haha, jk, I, know]	@Jovonne_Mariah suuuure it is haha jk I know	@Jovonne_Mariah suuuure it is haha jk I know	unbiased
748	[When, Im, wearing, my, glasses...Ima, go, by, the, name, Malik]	[When, Im, wearing, my, glasses...Ima, go, by, the, name, Malik]	When Im wearing my glasses...Ima go by the name Malik	When Im wearing my glasses...Ima go by the name Malik	unbiased
749	[@YuJuNoinkyou, BUT, I, DONT, THINK, THATS, GOING, TO, HELP, YOU, AT, ALL]	[@YuJuNoinkyou, BUT, I, DONT, THINK, THATS, GOING, TO, HELP, YOU, AT, ALL]	@YuJuNoinkyou BUT I DONT THINK THATS GOING TO HELP YOU AT ALL	@YuJuNoinkyou BUT I DONT THINK THATS GOING TO HELP YOU AT ALL	unbiased
750	[21, things, every, Irish, person, in, Australia, should, know]	[21, things, every, Irish, person, in, Australia, should, know]	21 things every Irish person in Australia should know	21 things every Irish person in Australia should know	unbiased
751	[and, can't, forget, the, fab, @AymsDesigns, @JoFreeRadio, @Bullring]	[and, can't, forget, the, fab, @AymsDesigns, @JoFreeRadio, @Bullring]	and can't forget the fab @AymsDesigns @JoFreeRadio @Bullring	and can't forget the fab @AymsDesigns @JoFreeRadio @Bullring	unbiased
752	[awaken, the, soul]	[awaken, the, soul]	awaken the soul	awaken the soul	unbiased
753	[The, first, wealth, is, health., #healthylifestyle, #wealthmanagement]	[The, first, wealth, is, health., #healthylifestyle, #wealthmanagement]	The first wealth is health. #healthylifestyle #wealthmanagement	The first wealth is health. #healthylifestyle #wealthmanagement	unbiased
754	[I, miss, secondary, school, life., That, was, where, the, teachers, actually, gave, a, fuck, about, you.]	[I, miss, secondary, school, life., That, was, where, the, teachers, actually, gave, a, fuck, about, you.]	I miss secondary school life. That was where the teachers actually gave a fuck about you.	I miss secondary school life. That was where the teachers actually gave a fuck about you.	unbiased
755	[look, into, my, eyes..., :3]	[look, into, my, eyes..., :3]	look into my eyes... :3	look into my eyes... :3	unbiased
756	[Really?!!!!!!!, New, cars, for, WEF, Africa?]	[Really?!!!!!!!, New, cars, for, WEF, Africa?]	Really?!!!!!!! New cars for WEF Africa?	Really?!!!!!!! New cars for WEF Africa?	unbiased
757	[good, smile, is, re-releasing, figmas, because, smash, bros, i, cant, believe]	[good, smile, is, re-releasing, figmas, because, smash, bros, i, cant, believe]	good smile is re-releasing figmas because smash bros i cant believe	good smile is re-releasing figmas because smash bros i cant believe	unbiased
758	[Avoiding, my, mom, forever.]	[Avoiding, my, mom, forever.]	Avoiding my mom forever.	Avoiding my mom forever.	unbiased
759	[I, hate, school, and, I, hate, home]	[I, hate, school, and, I, hate, home]	I hate school and I hate home	I hate school and I hate home	unbiased
760	[I'm, gonna, use, my, tits, as, defibrillator, pads.]	[I'm, gonna, use, my, tits, as, defibrillator, pads.]	I'm gonna use my tits as defibrillator pads.	I'm gonna use my tits as defibrillator pads.	unbiased
761	[I, have, you, now!, #LardVader, #AngryBirdsStarWars]	[I, have, you, now!, #LardVader, #AngryBirdsStarWars]	I have you now! #LardVader #AngryBirdsStarWars	I have you now! #LardVader #AngryBirdsStarWars	unbiased
762	[where, is, my, gay]	[where, is, my, gay]	where is my gay	where is my gay	unbiased
763	[Some, things, were, just, meant, to, b]	[Some, things, were, just, meant, to, b]	Some things were just meant to b	Some things were just meant to b	unbiased
764	[Would, be, interested, to, know, how, the, BU, hockey, or, football, coach, deals, with, their, players.]	[Would, be, interested, to, know, how, the, BU, hockey, or, football, coach, deals, with, their, players.]	Would be interested to know how the BU hockey or football coach deals with their players.	Would be interested to know how the BU hockey or football coach deals with their players.	unbiased
765	[drink, a, lot, of, #water]	[drink, a, lot, of, #water]	drink a lot of #water	drink a lot of #water	unbiased
766	[Only, just, noticed, this, it's, a, nicotine, clear, patch, is, it, supposed, to, make, my, skin, like, that, anyone, know]	[Only, just, noticed, this, it's, a, nicotine, clear, patch, is, it, supposed, to, make, my, skin, like, that, anyone, know]	Only just noticed this it's a nicotine clear patch is it supposed to make my skin like that  anyone know	Only just noticed this it's a nicotine clear patch is it supposed to make my skin like that  anyone know	unbiased
767	[kiss, all, before, u, go., summertime, sadneeesss]	[kiss, all, before, u, go., summertime, sadneeesss]	kiss all before u go. summertime sadneeesss	kiss all before u go. summertime sadneeesss	unbiased
768	[Ozeri, Pronto, Digital, Multifunction, Kitchen, and, Food, Scal]	[Ozeri, Pronto, Digital, Multifunction, Kitchen, and, Food, Scal]	Ozeri Pronto Digital Multifunction Kitchen and Food Scal	Ozeri Pronto Digital Multifunction Kitchen and Food Scal	unbiased
769	[Nail, the, noteworthiness, regarding, financial, yet, amp-the, record, services]	[Nail, the, noteworthiness, regarding, financial, yet, amp-the, record, services]	Nail the noteworthiness regarding financial yet amp-the record services	Nail the noteworthiness regarding financial yet amp-the record services	unbiased
770	[I, hate, when, my, mom, try, to, talk, to, me, after, she, made, me, mad, .]	[I, hate, when, my, mom, try, to, talk, to, me, after, she, made, me, mad, .]	I hate when my mom try to talk to me after she made me mad .	I hate when my mom try to talk to me after she made me mad .	unbiased
771	[110, flights, of, stairs, practice., Memorial, Stair, Climb, next, for, my, Dad]	[110, flights, of, stairs, practice., Memorial, Stair, Climb, next, for, my, Dad]	110 flights of stairs practice. Memorial Stair Climb next for my Dad	110 flights of stairs practice. Memorial Stair Climb next for my Dad	unbiased
772	[Time, to, go, to, sleep, before, they, see, these, tweets, and, file, a, report, and, I, won't, graduate., Goodnight]	[Time, to, go, to, sleep, before, they, see, these, tweets, and, file, a, report, and, I, won't, graduate., Goodnight]	Time to go to sleep before they see these tweets and file a report and I won't graduate. Goodnight	Time to go to sleep before they see these tweets and file a report and I won't graduate. Goodnight	unbiased
773	[It's, our, 300th, tweet., Let's, make, it, special, with, cake!, Here's, a, pic, of, Nick, with, some, he, made, in, the, training, kitchen]	[It's, our, 300th, tweet., Let's, make, it, special, with, cake!, Here's, a, pic, of, Nick, with, some, he, made, in, the, training, kitchen]	It's our 300th tweet. Let's make it special with cake! Here's a pic of Nick with some he made in the training kitchen	It's our 300th tweet. Let's make it special with cake! Here's a pic of Nick with some he made in the training kitchen	unbiased
774	[This, house, smells, like, tea, and, sounds, like, usher]	[This, house, smells, like, tea, and, sounds, like, usher]	This house smells like tea and sounds like usher	This house smells like tea and sounds like usher	unbiased
775	[double, glazing, windows, and, doors, for, Essex]	[double, glazing, windows, and, doors, for, Essex]	double glazing windows and doors for Essex	double glazing windows and doors for Essex	unbiased
776	[@DareTnzR, I, thought, it, said, Vatican..., Lol]	[@DareTnzR, I, thought, it, said, Vatican..., Lol]	@DareTnzR I thought it said Vatican... Lol	@DareTnzR I thought it said Vatican... Lol	unbiased
777	[Research, proposal, or, a, hangover?, I, find, they, both, give, me, a, headache.]	[Research, proposal, or, a, hangover?, I, find, they, both, give, me, a, headache.]	Research proposal or a hangover? I find they both give me a headache.	Research proposal or a hangover? I find they both give me a headache.	unbiased
778	[WANTED:, please, foldable, long, table, (LIndfield)]	[WANTED:, please, foldable, long, table, (LIndfield)]	WANTED: please foldable long table (LIndfield)	WANTED: please foldable long table (LIndfield)	unbiased
779	[Literally, like, I'm, so, damn, tired, of, limping]	[Literally, like, I'm, so, damn, tired, of, limping]	Literally like I'm so damn tired of limping	Literally like I'm so damn tired of limping	unbiased
780	[Austin, its10pm, where, I, live, I, can't, go, to, sleep, happy, with, your, gnight, tweet, .So, will, you, pls, tweet, me?, Love, you]	[Austin, its10pm, where, I, live, I, can't, go, to, sleep, happy, with, your, gnight, tweet, .So, will, you, pls, tweet, me?, Love, you]	Austin its10pm where I live I can't go to sleep happy with your gnight tweet .So will you pls tweet me? Love you	Austin its10pm where I live I can't go to sleep happy with your gnight tweet .So will you pls tweet me? Love you	unbiased
781	[fuck, i, forgot, my, eye, makeup, is, still, on, and, i, accidentally, rubbed, my, eye]	[fuck, i, forgot, my, eye, makeup, is, still, on, and, i, accidentally, rubbed, my, eye]	fuck i forgot my eye makeup is still on and i accidentally rubbed my eye	fuck i forgot my eye makeup is still on and i accidentally rubbed my eye	unbiased
782	[I, want, the, girls, to, get, their, first, Moonman]	[I, want, the, girls, to, get, their, first, Moonman]	I want the girls to get their first Moonman	I want the girls to get their first Moonman	unbiased
783	[She's, Dating, The, Gangster!]	[She's, Dating, The, Gangster!]	She's Dating The Gangster!	She's Dating The Gangster!	unbiased
784	[Half, of, these, niggas, just, want, a, name]	[Half, of, these, niggas, just, want, a, name]	Half of these niggas just want a name	Half of these niggas just want a name	unbiased
785	[Great, 5:45, WOD, this, morning, at, @CrossFitQueens!, Finishing, #1, in, my, class, made, it, that, much, sweeter!, #crossfit, #chalk]	[Great, 5:45, WOD, this, morning, at, @CrossFitQueens!, Finishing, #1, in, my, class, made, it, that, much, sweeter!, #crossfit, #chalk]	Great 5:45 WOD this morning at @CrossFitQueens! Finishing #1 in my class made it that much sweeter! #crossfit #chalk	Great 5:45 WOD this morning at @CrossFitQueens! Finishing #1 in my class made it that much sweeter! #crossfit #chalk	unbiased
786	[Only, God, know, the, best]	[Only, God, know, the, best]	Only God know the best	Only God know the best	unbiased
787	[I, guess, i'll, just, order, my, kd's.]	[I, guess, i'll, just, order, my, kd's.]	I guess i'll just order my kd's.	I guess i'll just order my kd's.	unbiased
788	[Wide, awake.]	[Wide, awake.]	Wide awake.	Wide awake.	unbiased
789	[#JustCantGetEnough, #JustCantGetEnough, #JustCantGetEnough]	[#JustCantGetEnough, #JustCantGetEnough, #JustCantGetEnough]	#JustCantGetEnough #JustCantGetEnough #JustCantGetEnough	#JustCantGetEnough #JustCantGetEnough #JustCantGetEnough	unbiased
790	[Distance, in, relationship, can, cause, you, miss, someone, so, much, It, helps, to, realize, how, much, that, person, means]	[Distance, in, relationship, can, cause, you, miss, someone, so, much, It, helps, to, realize, how, much, that, person, means]	Distance in relationship can cause you miss someone so much It helps to realize how much that person means	Distance in relationship can cause you miss someone so much It helps to realize how much that person means	unbiased
791	[Just, posted, a, photo]	[Just, posted, a, photo]	Just posted a photo	Just posted a photo	unbiased
792	[I, posted, a, new, photo, to, Facebook]	[I, posted, a, new, photo, to, Facebook]	I posted a new photo to Facebook	I posted a new photo to Facebook	unbiased
793	[My, eye, color, changes, between, blu]	[My, eye, color, changes, between, blu]	My eye color changes between blu	My eye color changes between blu	unbiased
794	[It's, a, beautiful, day, and, I, can't, stop, myself, from, smiling]	[It's, a, beautiful, day, and, I, can't, stop, myself, from, smiling]	It's a beautiful day and I can't stop myself from smiling	It's a beautiful day and I can't stop myself from smiling	unbiased
