id	src tokenized	tgt tokenized	src raw	tgt raw	NOUN VERB	nsubj ROOT
667	the level of stress technological malfunctions can bring into your life is unreal. #justaged10years	"[""the"", ""level"", ""of"", ""stress"", ""technological"", ""malfunctions"", ""can"", ""bring"", ""into"", ""your"", ""life"", ""is"", ""unreal."", ""#justaged10years""]"	the level of stress technological malfunctions can bring into your life is unreal. #justaged10years	the level of stress technological malfunctions can bring into your life is unreal. #justaged10years	DET NOUN ADP NOUN ADJ NOUN AUX VERB ADP PRON NOUN AUX ADJ PUNCT X VERB	det nsubj prep nmod amod pobj aux ROOT prep poss pobj conj acomp punct ROOT punct
668	#FunFact #Independent is self-supporting: not forced to rely on another for money or support-to function/operate alone	"[""#FunFact"", ""#Independent"", ""is"", ""self-supporting:"", ""not"", ""forced"", ""to"", ""rely"", ""on"", ""another"", ""for"", ""money"", ""or"", ""support-to"", ""function/operate"", ""alone""]"	#FunFact #Independent is self-supporting: not forced to rely on another for money or support-to function/operate alone	#FunFact #Independent is self-supporting: not forced to rely on another for money or support-to function/operate alone	SYM PROPN SYM PROPN AUX NOUN PUNCT VERB PUNCT PART VERB PART VERB ADP PRON ADP NOUN CCONJ NOUN PUNCT PART VERB SYM VERB ADV	nmod nsubj punct appos ROOT npadvmod punct acomp punct neg dep aux xcomp prep pobj prep pobj cc conj punct aux advcl punct xcomp advmod
669	My brother wearing a purple fake eyelash	"[""My"", ""brother"", ""wearing"", ""a"", ""purple"", ""fake"", ""eyelash""]"	My brother wearing a purple fake eyelash	My brother wearing a purple fake eyelash	PRON NOUN VERB DET ADJ ADJ NOUN	poss ROOT acl det amod amod dobj
670	Mini Countryman or Similar Car Rental at Corralejo	"[""Mini"", ""Countryman"", ""or"", ""Similar"", ""Car"", ""Rental"", ""at"", ""Corralejo""]"	Mini Countryman or Similar Car Rental at Corralejo	Mini Countryman or Similar Car Rental at Corralejo	PROPN PROPN CCONJ PROPN PROPN NOUN ADP PROPN	compound ROOT cc amod compound conj prep pobj
671	@gazmort97 are you and me mam squidward then hahahaha	"[""@gazmort97"", ""are"", ""you"", ""and"", ""me"", ""mam"", ""squidward"", ""then"", ""hahahaha""]"	@gazmort97 are you and me mam squidward then hahahaha	@gazmort97 are you and me mam squidward then hahahaha	NOUN AUX PRON CCONJ PRON PROPN ADP ADV NOUN	nsubj ROOT attr cc conj appos prep advmod attr
672	Ghetto Public announcement: 7 eleven accepts foodstamps ... Carry on	"[""Ghetto"", ""Public"", ""announcement:"", ""eleven"", ""accepts"", ""foodstamps"", ""Carry"", ""on""]"	Ghetto Public announcement: 7 eleven accepts foodstamps ... Carry on	Ghetto Public announcement: 7 eleven accepts foodstamps ... Carry on	NOUN ADJ NOUN PUNCT NUM NUM VERB NOUN PUNCT VERB ADP	compound amod npadvmod punct nummod nsubj ccomp dobj punct ROOT prt
673	When there's drama on twitter and the next day at school everyone is asking you about it	"[""When"", ""there's"", ""drama"", ""on"", ""twitter"", ""and"", ""the"", ""next"", ""day"", ""at"", ""school"", ""everyone"", ""is"", ""asking"", ""you"", ""about"", ""it""]"	When there's drama on twitter and the next day at school everyone is asking you about it	When there's drama on twitter and the next day at school everyone is asking you about it	SCONJ PRON VERB NOUN ADP NOUN CCONJ DET ADJ NOUN ADP NOUN PRON AUX VERB PRON ADP PRON	advmod expl advcl attr prep pobj cc det amod conj prep pobj nsubj aux ROOT dobj prep pobj
674	Terio's weight is a real problem	"[""Terio's"", ""weight"", ""is"", ""a"", ""real"", ""problem""]"	Terio's weight is a real problem	Terio's weight is a real problem	PROPN PART NOUN AUX DET ADJ NOUN	poss case nsubj ROOT det amod attr
675	Gimme a cigarette and a lighter please	"[""Gimme"", ""a"", ""cigarette"", ""and"", ""a"", ""lighter"", ""please""]"	Gimme a cigarette and a lighter please	Gimme a cigarette and a lighter please	PROPN DET NOUN CCONJ DET ADJ NOUN	npadvmod det appos cc det amod ROOT
676	Ya i was a dark person	"[""Ya"", ""i"", ""was"", ""a"", ""dark"", ""person""]"	Ya i was a dark person	Ya i was a dark person	INTJ PRON AUX DET ADJ NOUN	intj nsubj ROOT det amod attr
677	Our new product @TitosVodka is naturally #gultenfree available @SpiritCellarUK	"[""Our"", ""new"", ""product"", ""@TitosVodka"", ""is"", ""naturally"", ""#gultenfree"", ""available"", ""@SpiritCellarUK""]"	Our new product @TitosVodka is naturally #gultenfree available @SpiritCellarUK	Our new product @TitosVodka is naturally #gultenfree available @SpiritCellarUK	PRON ADJ NOUN X AUX ADV SYM NOUN ADJ X	poss amod nsubj appos ROOT advmod quantmod npadvmod amod attr
678	Luke Bryan is older than my dad	"[""Luke"", ""Bryan"", ""is"", ""older"", ""than"", ""my"", ""dad""]"	Luke Bryan is older than my dad	Luke Bryan is older than my dad	PROPN PROPN AUX ADJ ADP PRON NOUN	compound nsubj ROOT acomp prep poss pobj
679	Why aren't you in a relationship yet?	"[""Why"", ""aren't"", ""you"", ""in"", ""a"", ""relationship"", ""yet?""]"	Why aren't you in a relationship yet?	Why aren't you in a relationship yet?	SCONJ AUX PART PRON ADP DET NOUN ADV PUNCT	advmod ROOT neg nsubj prep det pobj advmod punct
680	Hate when I feel like I have no one to talk to	"[""Hate"", ""when"", ""I"", ""feel"", ""like"", ""I"", ""have"", ""no"", ""one"", ""to"", ""talk"", ""to""]"	Hate when I feel like I have no one to talk to	Hate when I feel like I have no one to talk to	VERB SCONJ PRON VERB SCONJ PRON VERB DET NOUN PART VERB ADP	ROOT advmod nsubj advcl mark nsubj advcl det dobj aux relcl prep
681	This Bradley Haines guy is really convincing	"[""This"", ""Bradley"", ""Haines"", ""guy"", ""is"", ""really"", ""convincing""]"	This Bradley Haines guy is really convincing	This Bradley Haines guy is really convincing	DET PROPN PROPN NOUN AUX ADV ADJ	det compound compound nsubj ROOT advmod acomp
682	The SocioMan Daily is out!	"[""The"", ""SocioMan"", ""Daily"", ""is"", ""out!""]"	The SocioMan Daily is out!	The SocioMan Daily is out!	DET PROPN PROPN AUX ADV PUNCT	det compound nsubj ROOT advmod punct
683	I don't have time for games when there's another life involved! Fuck the bullshit!	"[""I"", ""don't"", ""have"", ""time"", ""for"", ""games"", ""when"", ""there's"", ""another"", ""life"", ""involved!"", ""Fuck"", ""the"", ""bullshit!""]"	I don't have time for games when there's another life involved! Fuck the bullshit!	I don't have time for games when there's another life involved! Fuck the bullshit!	PRON AUX PART VERB NOUN ADP NOUN SCONJ PRON VERB DET NOUN VERB PUNCT VERB DET NOUN PUNCT	nsubj aux neg ROOT dobj prep pobj advmod expl advcl det attr acl punct ROOT det dobj punct
684	Will the Ukrainian army take orders from the revolutionary government in Kiev?	"[""Will"", ""the"", ""Ukrainian"", ""army"", ""take"", ""orders"", ""from"", ""the"", ""revolutionary"", ""government"", ""in"", ""Kiev?""]"	Will the Ukrainian army take orders from the revolutionary government in Kiev?	Will the Ukrainian army take orders from the revolutionary government in Kiev?	AUX DET ADJ NOUN VERB NOUN ADP DET ADJ NOUN ADP PROPN PUNCT	aux det amod nsubj ROOT dobj prep det amod pobj prep pobj punct
685	ima need for you to go to sleep NOW	"[""ima"", ""need"", ""for"", ""you"", ""to"", ""go"", ""to"", ""sleep"", ""NOW""]"	ima need for you to go to sleep NOW	ima need for you to go to sleep NOW	PRON VERB DET NOUN SCONJ PRON PART VERB ADP NOUN ADV	ROOT appos det appos mark nsubj aux advcl prep pobj advmod
686	When we discover our authentic purpose	"[""When"", ""we"", ""discover"", ""our"", ""authentic"", ""purpose""]"	When we discover our authentic purpose	When we discover our authentic purpose	SCONJ PRON VERB PRON ADJ NOUN	advmod nsubj ROOT poss amod dobj
687	@Lou_Manati from who?! Lol that's so random	"[""@Lou_Manati"", ""from"", ""who?!"", ""Lol"", ""that's"", ""so"", ""random""]"	@Lou_Manati from who?! Lol that's so random	@Lou_Manati from who?! Lol that's so random	NOUN ADP PRON PUNCT PUNCT NOUN PRON AUX ADV ADJ	ROOT prep pobj punct punct npadvmod nsubj ROOT advmod acomp
688	I really dont feeel good	"[""I"", ""really"", ""dont"", ""feeel"", ""good""]"	I really dont feeel good	I really dont feeel good	PRON ADV AUX PART VERB ADJ	nsubj advmod aux neg ROOT acomp
689	My snapchat makes no sense since im no longer a red head lol	"[""My"", ""snapchat"", ""makes"", ""no"", ""sense"", ""since"", ""im"", ""no"", ""longer"", ""a"", ""red"", ""head"", ""lol""]"	My snapchat makes no sense since im no longer a red head lol	My snapchat makes no sense since im no longer a red head lol	PRON NOUN VERB DET NOUN SCONJ PRON VERB ADV ADV DET ADJ NOUN NOUN	poss nsubj ROOT det dobj mark nsubj advcl neg advmod det amod compound dobj
690	We're busy prepping our stage for SHIRLEY VALENTINE which begins performances next week!	"[""We're"", ""busy"", ""prepping"", ""our"", ""stage"", ""for"", ""SHIRLEY"", ""VALENTINE"", ""which"", ""begins"", ""performances"", ""next"", ""week!""]"	We're busy prepping our stage for SHIRLEY VALENTINE which begins performances next week!	We're busy prepping our stage for SHIRLEY VALENTINE which begins performances next week!	PRON AUX ADJ VERB PRON NOUN ADP PROPN PROPN PRON VERB NOUN ADJ NOUN PUNCT	nsubj ROOT acomp xcomp poss dobj prep compound pobj nsubj relcl dobj amod npadvmod punct
691	It's a beautiful day and I can't stop myself from smiling	"[""It's"", ""a"", ""beautiful"", ""day"", ""and"", ""I"", ""can't"", ""stop"", ""myself"", ""from"", ""smiling""]"	It's a beautiful day and I can't stop myself from smiling	It's a beautiful day and I can't stop myself from smiling	PRON AUX DET ADJ NOUN CCONJ PRON AUX PART VERB PRON ADP VERB	nsubj ROOT det amod attr cc nsubj aux neg conj dobj prep pcomp
692	The only solution of this is nothing but revolution which will prevail soon	"[""The"", ""only"", ""solution"", ""of"", ""this"", ""is"", ""nothing"", ""but"", ""revolution"", ""which"", ""will"", ""prevail"", ""soon""]"	The only solution of this is nothing but revolution which will prevail soon	The only solution of this is nothing but revolution which will prevail soon	DET ADJ NOUN ADP PRON AUX PRON SCONJ NOUN PRON AUX VERB ADV	det amod nsubj prep pobj ROOT attr prep pobj nsubj aux relcl advmod
693	like a drum baby don't stop beating	"[""like"", ""a"", ""drum"", ""baby"", ""don't"", ""stop"", ""beating""]"	like a drum baby don't stop beating	like a drum baby don't stop beating	SCONJ DET NOUN NOUN AUX PART VERB VERB	mark det compound nsubj aux neg ROOT xcomp
694	You could miss your chance if you don't take immediate action	"[""You"", ""could"", ""miss"", ""your"", ""chance"", ""if"", ""you"", ""don't"", ""take"", ""immediate"", ""action""]"	You could miss your chance if you don't take immediate action	You could miss your chance if you don't take immediate action	PRON AUX VERB PRON NOUN SCONJ PRON AUX PART VERB ADJ NOUN	nsubj aux ROOT poss dobj mark nsubj aux neg advcl amod dobj
695	I'M SOO FREAKINGG HAPPY FOR NIALL! HE'S BACKK!	"[""I'M"", ""SOO"", ""FREAKINGG"", ""HAPPY"", ""FOR"", ""NIALL!"", ""HE'S"", ""BACKK!""]"	I'M SOO FREAKINGG HAPPY FOR NIALL! HE'S BACKK!	I'M SOO FREAKINGG HAPPY FOR NIALL! HE'S BACKK!	X PROPN NOUN PROPN ADP PROPN PUNCT PROPN AUX PROPN PUNCT	ROOT compound compound ROOT prep pobj punct nsubj ROOT attr punct
696	I can't sleeeeep... think its a mix between jetlag and excitement for the #theprismaticworldtour with @katyperry tomorrow...	"[""I"", ""can't"", ""sleeeeep..."", ""think"", ""its"", ""a"", ""mix"", ""between"", ""jetlag"", ""and"", ""excitement"", ""for"", ""the"", ""#theprismaticworldtour"", ""with"", ""@katyperry"", ""tomorrow...""]"	I can't sleeeeep... think its a mix between jetlag and excitement for the #theprismaticworldtour with @katyperry tomorrow...	I can't sleeeeep... think its a mix between jetlag and excitement for the #theprismaticworldtour with @katyperry tomorrow...	PRON AUX PART VERB PUNCT VERB PRON DET NOUN ADP PROPN CCONJ NOUN ADP DET SYM NOUN ADP PROPN NOUN PUNCT	nsubj aux neg ccomp punct ROOT poss det ccomp prep pobj cc conj prep det det pobj prep pobj npadvmod punct
697	@maxjoseph annnnnndddd shit!	"[""@maxjoseph"", ""annnnnndddd"", ""shit!""]"	@maxjoseph annnnnndddd shit!	@maxjoseph annnnnndddd shit!	PROPN NOUN NOUN PUNCT	compound compound ROOT punct
698	Finished watching the first couple of Billy & Mandy seasons nonetheless and I still totally dig this show!	"[""Finished"", ""watching"", ""the"", ""first"", ""couple"", ""of"", ""Billy"", ""Mandy"", ""seasons"", ""nonetheless"", ""and"", ""I"", ""still"", ""totally"", ""dig"", ""this"", ""show!""]"	Finished watching the first couple of Billy & Mandy seasons nonetheless and I still totally dig this show!	Finished watching the first couple of Billy & Mandy seasons nonetheless and I still totally dig this show!	VERB VERB DET ADJ NOUN ADP PROPN CCONJ PROPN NOUN ADV CCONJ PRON ADV ADV VERB DET NOUN PUNCT	ROOT xcomp det amod dobj prep nmod cc conj pobj advmod cc nsubj advmod advmod ROOT det dobj punct
699	March new home sales plunge 14.5%	"[""March"", ""new"", ""home"", ""sales"", ""plunge""]"	March new home sales plunge 14.5%	March new home sales plunge 14.5%	PROPN ADJ NOUN NOUN VERB NUM NOUN	npadvmod amod compound nsubj ROOT nummod npadvmod
700	Me and @amberrnickkolee are FINALLY watching last nights pretty little liars episode lol	"[""Me"", ""and"", ""@amberrnickkolee"", ""are"", ""FINALLY"", ""watching"", ""last"", ""nights"", ""pretty"", ""little"", ""liars"", ""episode"", ""lol""]"	Me and @amberrnickkolee are FINALLY watching last nights pretty little liars episode lol	Me and @amberrnickkolee are FINALLY watching last nights pretty little liars episode lol	PRON CCONJ PROPN AUX NOUN VERB ADJ NOUN ADV ADJ NOUN NOUN NOUN	nsubj cc conj aux nsubj ROOT amod dobj advmod amod compound compound npadvmod
701	#NowPlaying Spotify's playlist The Decade 1990-1999 on #Spotify perfectly fun road trip playlist	"[""#NowPlaying"", ""Spotify's"", ""playlist"", ""The"", ""Decade"", ""on"", ""#Spotify"", ""perfectly"", ""fun"", ""road"", ""trip"", ""playlist""]"	#NowPlaying Spotify's playlist The Decade 1990-1999 on #Spotify perfectly fun road trip playlist	#NowPlaying Spotify's playlist The Decade 1990-1999 on #Spotify perfectly fun road trip playlist	SYM PROPN PROPN PART NOUN DET PROPN NUM SYM NUM ADP NOUN VERB ADV ADJ NOUN NOUN NOUN	det compound poss case ROOT det npadvmod nummod punct prep prep pobj pcomp advmod amod compound compound pobj
702	Your colorful imagination is flowing strong today	"[""Your"", ""colorful"", ""imagination"", ""is"", ""flowing"", ""strong"", ""today""]"	Your colorful imagination is flowing strong today	Your colorful imagination is flowing strong today	PRON ADJ NOUN AUX VERB ADJ NOUN	poss amod nsubj aux ROOT acomp npadvmod
703	Signed Western Germany Gold Link Bracelet Jewelry	"[""Signed"", ""Western"", ""Germany"", ""Gold"", ""Link"", ""Bracelet"", ""Jewelry""]"	Signed Western Germany Gold Link Bracelet Jewelry	Signed Western Germany Gold Link Bracelet Jewelry	VERB PROPN PROPN PROPN PROPN PROPN PROPN	amod compound compound compound compound compound ROOT
704	Time for reading	"[""Time"", ""for"", ""reading""]"	Time for reading	Time for reading	NOUN ADP VERB	ROOT prep pcomp
705	i have an obsession with online shopping & this is bad	"[""i"", ""have"", ""an"", ""obsession"", ""with"", ""online"", ""shopping"", ""this"", ""is"", ""bad""]"	i have an obsession with online shopping & this is bad	i have an obsession with online shopping & this is bad	PRON VERB DET NOUN ADP PROPN NOUN CCONJ PRON AUX ADJ	nsubj ROOT det dobj prep compound pobj cc nsubj conj acomp
706	@ljhsen did you not hear at the christening? Due Jan 2015! Ps that's news I can share ;) xx	"[""@ljhsen"", ""did"", ""you"", ""not"", ""hear"", ""at"", ""the"", ""christening?"", ""Due"", ""Jan"", ""Ps"", ""that's"", ""news"", ""I"", ""can"", ""share"", ""xx""]"	@ljhsen did you not hear at the christening? Due Jan 2015! Ps that's news I can share ;) xx	@ljhsen did you not hear at the christening? Due Jan 2015! Ps that's news I can share ;) xx	PROPN AUX PRON PART VERB ADP DET NOUN PUNCT ADP PROPN NUM PUNCT PROPN PRON AUX NOUN PRON AUX VERB PUNCT PUNCT	dobj aux nsubj neg ROOT prep det pobj punct ROOT npadvmod nummod punct npadvmod nsubj ROOT attr nsubj aux relcl punct punct
707	7 reasons we can't wait for Star Wars: Episode VII	"[""reasons"", ""we"", ""can't"", ""wait"", ""for"", ""Star"", ""Wars:"", ""Episode"", ""VII""]"	7 reasons we can't wait for Star Wars: Episode VII	7 reasons we can't wait for Star Wars: Episode VII	NUM NOUN PRON AUX PART VERB ADP PROPN PROPN PUNCT PROPN PROPN	nummod ROOT nsubj aux neg relcl prep compound pobj punct compound appos
708	They are after our destruction	"[""They"", ""are"", ""after"", ""our"", ""destruction""]"	They are after our destruction	They are after our destruction	PRON AUX ADP PRON NOUN	nsubj ROOT prep poss pobj
709	My charger gave up on me already	"[""My"", ""charger"", ""gave"", ""up"", ""on"", ""me"", ""already""]"	My charger gave up on me already	My charger gave up on me already	PRON NOUN VERB ADP ADP PRON ADV	poss nsubj ROOT prt prep pobj advmod
710	I have Fence on my island! Now my island is even more awesome!	"[""I"", ""have"", ""Fence"", ""on"", ""my"", ""island!"", ""Now"", ""my"", ""island"", ""is"", ""even"", ""more"", ""awesome!""]"	I have Fence on my island! Now my island is even more awesome!	I have Fence on my island! Now my island is even more awesome!	PRON VERB NOUN ADP PRON NOUN PUNCT ADV PRON NOUN AUX ADV ADV ADJ PUNCT	nsubj ROOT dobj prep poss pobj punct advmod poss nsubj ROOT advmod advmod acomp punct
711	Pretty sad how I feel like I'm gonna go crazy right now staying home one night out of the week.	"[""Pretty"", ""sad"", ""how"", ""I"", ""feel"", ""like"", ""I'm"", ""gonna"", ""go"", ""crazy"", ""right"", ""now"", ""staying"", ""home"", ""one"", ""night"", ""out"", ""of"", ""the"", ""week.""]"	Pretty sad how I feel like I'm gonna go crazy right now staying home one night out of the week.	Pretty sad how I feel like I'm gonna go crazy right now staying home one night out of the week.	ADV ADJ SCONJ PRON VERB SCONJ PRON AUX VERB PART VERB ADJ ADV ADV VERB ADV NUM NOUN ADP ADP DET NOUN PUNCT	advmod ROOT advmod nsubj ccomp mark nsubj aux advcl aux xcomp acomp advmod advmod advcl advmod nummod npadvmod prep prep det pobj punct
712	please hurry the fuck up !	"[""please"", ""hurry"", ""the"", ""fuck"", ""up""]"	please hurry the fuck up !	please hurry the fuck up !	INTJ VERB DET NOUN ADP PUNCT	intj ROOT det dobj prt punct
713	Don't take nothing for granted	"[""Don't"", ""take"", ""nothing"", ""for"", ""granted""]"	Don't take nothing for granted	Don't take nothing for granted	AUX PART VERB PRON ADP VERB	aux neg ROOT dobj prep pcomp
714	When you buy a #Nexus device from @GooglePlay 	"[""When"", ""you"", ""buy"", ""a"", ""#Nexus"", ""device"", ""from"", ""@GooglePlay""]"	When you buy a #Nexus device from @GooglePlay 	When you buy a #Nexus device from @GooglePlay	SCONJ PRON VERB DET ADJ NOUN NOUN ADP PROPN	advmod nsubj ROOT det nmod compound dobj prep pobj
715	You're not in the mood to be pushed around today	"[""You're"", ""not"", ""in"", ""the"", ""mood"", ""to"", ""be"", ""pushed"", ""around"", ""today""]"	You're not in the mood to be pushed around today	You're not in the mood to be pushed around today	PRON AUX PART ADP DET NOUN PART AUX VERB ADP NOUN	nsubj ROOT neg prep det pobj aux auxpass relcl advmod npadvmod
716	taemin always rocks airport fashion XD	"[""taemin"", ""always"", ""rocks"", ""airport"", ""fashion"", ""XD""]"	taemin always rocks airport fashion XD	taemin always rocks airport fashion XD	ADV ADV VERB NOUN NOUN PROPN	advmod advmod ROOT compound compound dobj
717	Read this... My 14 year old brother wrote this...	"[""Read"", ""this..."", ""My"", ""year"", ""old"", ""brother"", ""wrote"", ""this...""]"	Read this... My 14 year old brother wrote this...	Read this... My 14 year old brother wrote this...	VERB PRON PUNCT PRON NUM NOUN ADJ NOUN VERB PRON PUNCT	ROOT dobj punct poss nummod npadvmod amod nsubj ROOT dobj punct
718	Ahhhh My Hand Sleep	"[""Ahhhh"", ""My"", ""Hand"", ""Sleep""]"	Ahhhh My Hand Sleep	Ahhhh My Hand Sleep	PROPN PRON PROPN PROPN	compound poss compound ROOT
719	Don't burn your opportunities for a temporary comfort..	"[""Don't"", ""burn"", ""your"", ""opportunities"", ""for"", ""a"", ""temporary"", ""comfort..""]"	Don't burn your opportunities for a temporary comfort..	Don't burn your opportunities for a temporary comfort..	AUX PART VERB PRON NOUN ADP DET ADJ NOUN PUNCT	aux neg ROOT poss dobj prep det amod pobj punct
720	I'll stop fucking with someone like I didn't even know they existed...	"[""I'll"", ""stop"", ""fucking"", ""with"", ""someone"", ""like"", ""I"", ""didn't"", ""even"", ""know"", ""they"", ""existed...""]"	I'll stop fucking with someone like I didn't even know they existed...	I'll stop fucking with someone like I didn't even know they existed...	PRON AUX VERB ADJ ADP PRON ADP PRON AUX PART ADV VERB PRON VERB PUNCT	nsubj aux ROOT xcomp prep pobj prep nsubj aux neg advmod conj nsubj ccomp punct
721	2 new unfollowers in the last day.	"[""new"", ""unfollowers"", ""in"", ""the"", ""last"", ""day.""]"	2 new unfollowers in the last day.	2 new unfollowers in the last day.	NUM ADJ NOUN ADP DET ADJ NOUN PUNCT	nummod amod ROOT prep det amod pobj punct
722	hahahaha eventually grow followers	"[""hahahaha"", ""eventually"", ""grow"", ""followers""]"	hahahaha eventually grow followers	hahahaha eventually grow followers	PROPN ADV VERB NOUN	nsubj advmod ROOT dobj
723	NEBZ spring game at 2 in the Hawks. May or may not streak the field to get some minutes in #jk #proudalum #SGP	"[""NEBZ"", ""spring"", ""game"", ""at"", ""in"", ""the"", ""Hawks."", ""May"", ""or"", ""may"", ""not"", ""streak"", ""the"", ""field"", ""to"", ""get"", ""some"", ""minutes"", ""in"", ""#jk"", ""#proudalum"", ""#SGP""]"	NEBZ spring game at 2 in the Hawks. May or may not streak the field to get some minutes in #jk #proudalum #SGP	NEBZ spring game at 2 in the Hawks. May or may not streak the field to get some minutes in #jk #proudalum #SGP	PROPN NOUN NOUN ADP NUM ADP DET PROPN PUNCT PROPN CCONJ AUX PART VERB DET NOUN PART VERB DET NOUN ADP NOUN NOUN SYM NOUN SYM PROPN	compound compound ROOT prep pobj prep det pobj punct nsubj cc aux neg conj det dobj aux advcl det dobj prep nmod pobj nsubj ROOT nmod dobj
724	Now I live alone and I don't have anyone telling me no it's not as fun	"[""Now"", ""I"", ""live"", ""alone"", ""and"", ""I"", ""don't"", ""have"", ""anyone"", ""telling"", ""me"", ""no"", ""it's"", ""not"", ""as"", ""fun""]"	Now I live alone and I don't have anyone telling me no it's not as fun	Now I live alone and I don't have anyone telling me no it's not as fun	ADV PRON VERB ADV CCONJ PRON AUX PART VERB PRON VERB PRON INTJ PRON AUX PART ADV NOUN	advmod nsubj ROOT advmod cc nsubj aux neg ROOT nsubj ccomp dobj mark nsubj ccomp neg advmod advcl
725	How hypnotist Paul McKenna's CD changed my life	"[""How"", ""hypnotist"", ""Paul"", ""McKenna's"", ""CD"", ""changed"", ""my"", ""life""]"	How hypnotist Paul McKenna's CD changed my life	How hypnotist Paul McKenna's CD changed my life	SCONJ ADJ PROPN PROPN PART NOUN VERB PRON NOUN	advmod advmod compound poss case nsubj ROOT poss dobj
726	U2 - With or Without You	"[""U2"", ""With"", ""or"", ""Without"", ""You""]"	U2 - With or Without You	U2 - With or Without You	VERB PUNCT ADP CCONJ ADP PRON	ROOT punct prep cc conj dobj
727	@iamseifzahran american hustle not nominated :D	"[""@iamseifzahran"", ""american"", ""hustle"", ""not"", ""nominated"", "":D""]"	@iamseifzahran american hustle not nominated :D	@iamseifzahran american hustle not nominated :D	PROPN PROPN PROPN PART VERB PUNCT	compound compound nsubj neg ROOT punct
728	A life and legacy of service: Pat Tillman continues to change the worl	"[""A"", ""life"", ""and"", ""legacy"", ""of"", ""service:"", ""Pat"", ""Tillman"", ""continues"", ""to"", ""change"", ""the"", ""worl""]"	A life and legacy of service: Pat Tillman continues to change the worl	A life and legacy of service: Pat Tillman continues to change the worl	DET NOUN CCONJ NOUN ADP NOUN PUNCT PROPN PROPN VERB PART VERB DET NOUN	det dep cc conj prep pobj punct compound nsubj ROOT aux xcomp det dobj
729	just imagine how great life would be if pizza made u skinny	"[""just"", ""imagine"", ""how"", ""great"", ""life"", ""would"", ""be"", ""if"", ""pizza"", ""made"", ""u"", ""skinny""]"	just imagine how great life would be if pizza made u skinny	just imagine how great life would be if pizza made u skinny	ADV VERB SCONJ ADJ NOUN AUX AUX SCONJ NOUN VERB PRON ADJ	advmod ROOT advmod amod nsubj aux ccomp mark nsubj advcl nsubj ccomp
730	When bae havent hit you up all day	"[""When"", ""bae"", ""havent"", ""hit"", ""you"", ""up"", ""all"", ""day""]"	When bae havent hit you up all day	When bae havent hit you up all day	SCONJ NOUN AUX PART VERB PRON ADP DET NOUN	advmod nsubj aux neg ROOT dobj prt det npadvmod
731	You're more than willing to go along with someone who presents...	"[""You're"", ""more"", ""than"", ""willing"", ""to"", ""go"", ""along"", ""with"", ""someone"", ""who"", ""presents...""]"	You're more than willing to go along with someone who presents...	You're more than willing to go along with someone who presents...	PRON AUX ADJ ADP ADJ PART VERB ADV ADP PRON PRON VERB PUNCT	nsubj ROOT acomp prep amod aux xcomp prt prep pobj nsubj relcl punct
732	one person unfollowed me // automatically checked by	"[""one"", ""person"", ""unfollowed"", ""me"", ""automatically"", ""checked"", ""by""]"	one person unfollowed me // automatically checked by	one person unfollowed me // automatically checked by	NUM NOUN VERB PRON PUNCT ADV VERB ADP	nummod nsubj ROOT dobj punct advmod dep prep
733	Unexpected disruptions at work can create surprising opportuni...	"[""Unexpected"", ""disruptions"", ""at"", ""work"", ""can"", ""create"", ""surprising"", ""opportuni...""]"	Unexpected disruptions at work can create surprising opportuni...	Unexpected disruptions at work can create surprising opportuni...	ADJ NOUN ADP NOUN AUX VERB ADJ NOUN PUNCT	amod nsubj prep pobj aux ROOT amod dobj punct
734	@dougiefischer HAHA HELL NO. That was 1 and a half months of training to get there. Next? Pull ups. LOL	"[""@dougiefischer"", ""HAHA"", ""HELL"", ""NO."", ""That"", ""was"", ""and"", ""a"", ""half"", ""months"", ""of"", ""training"", ""to"", ""get"", ""there."", ""Next?"", ""Pull"", ""ups."", ""LOL""]"	@dougiefischer HAHA HELL NO. That was 1 and a half months of training to get there. Next? Pull ups. LOL	@dougiefischer HAHA HELL NO. That was 1 and a half months of training to get there. Next? Pull ups. LOL	PROPN NOUN PROPN INTJ PUNCT PRON AUX NUM CCONJ DET NOUN NOUN ADP NOUN PART VERB ADV PUNCT ADJ PUNCT ADJ NOUN PUNCT PROPN	compound ROOT ROOT ROOT punct nsubj ROOT nummod cc quantmod conj attr prep pobj aux advcl advmod punct ROOT punct amod ROOT punct ROOT
735	@hoopaman18 nope	"[""@hoopaman18"", ""nope""]"	@hoopaman18 nope	@hoopaman18 nope	PROPN NOUN	compound ROOT
736	So far I have 2 As for the semester	"[""So"", ""far"", ""I"", ""have"", ""As"", ""for"", ""the"", ""semester""]"	So far I have 2 As for the semester	So far I have 2 As for the semester	ADV ADV PRON VERB NUM ADP ADP DET NOUN	advmod advmod nsubj ROOT dobj prep prep det pobj
