id	src tokenized	tgt tokenized	src raw	tgt raw
704	Time for reading	"[""Time"", ""for"", ""reading""]"	Time for reading	Time for reading
705	i have an obsession with online shopping & this is bad	"[""i"", ""have"", ""an"", ""obsession"", ""with"", ""online"", ""shopping"", ""this"", ""is"", ""bad""]"	i have an obsession with online shopping & this is bad	i have an obsession with online shopping & this is bad
706	@ljhsen did you not hear at the christening? Due Jan 2015! Ps that's news I can share ;) xx	"[""@ljhsen"", ""did"", ""you"", ""not"", ""hear"", ""at"", ""the"", ""christening?"", ""Due"", ""Jan"", ""Ps"", ""that's"", ""news"", ""I"", ""can"", ""share"", ""xx""]"	@ljhsen did you not hear at the christening? Due Jan 2015! Ps that's news I can share ;) xx	@ljhsen did you not hear at the christening? Due Jan 2015! Ps that's news I can share ;) xx
707	7 reasons we can't wait for Star Wars: Episode VII	"[""reasons"", ""we"", ""can't"", ""wait"", ""for"", ""Star"", ""Wars:"", ""Episode"", ""VII""]"	7 reasons we can't wait for Star Wars: Episode VII	7 reasons we can't wait for Star Wars: Episode VII
708	They are after our destruction	"[""They"", ""are"", ""after"", ""our"", ""destruction""]"	They are after our destruction	They are after our destruction
709	My charger gave up on me already	"[""My"", ""charger"", ""gave"", ""up"", ""on"", ""me"", ""already""]"	My charger gave up on me already	My charger gave up on me already
710	I have Fence on my island! Now my island is even more awesome!	"[""I"", ""have"", ""Fence"", ""on"", ""my"", ""island!"", ""Now"", ""my"", ""island"", ""is"", ""even"", ""more"", ""awesome!""]"	I have Fence on my island! Now my island is even more awesome!	I have Fence on my island! Now my island is even more awesome!
711	Pretty sad how I feel like I'm gonna go crazy right now staying home one night out of the week.	"[""Pretty"", ""sad"", ""how"", ""I"", ""feel"", ""like"", ""I'm"", ""gonna"", ""go"", ""crazy"", ""right"", ""now"", ""staying"", ""home"", ""one"", ""night"", ""out"", ""of"", ""the"", ""week.""]"	Pretty sad how I feel like I'm gonna go crazy right now staying home one night out of the week.	Pretty sad how I feel like I'm gonna go crazy right now staying home one night out of the week.
712	please hurry the fuck up !	"[""please"", ""hurry"", ""the"", ""fuck"", ""up""]"	please hurry the fuck up !	please hurry the fuck up !
713	Don't take nothing for granted	"[""Don't"", ""take"", ""nothing"", ""for"", ""granted""]"	Don't take nothing for granted	Don't take nothing for granted
714	When you buy a #Nexus device from @GooglePlay 	"[""When"", ""you"", ""buy"", ""a"", ""#Nexus"", ""device"", ""from"", ""@GooglePlay""]"	When you buy a #Nexus device from @GooglePlay 	When you buy a #Nexus device from @GooglePlay 
715	You're not in the mood to be pushed around today	"[""You're"", ""not"", ""in"", ""the"", ""mood"", ""to"", ""be"", ""pushed"", ""around"", ""today""]"	You're not in the mood to be pushed around today	You're not in the mood to be pushed around today
716	taemin always rocks airport fashion XD	"[""taemin"", ""always"", ""rocks"", ""airport"", ""fashion"", ""XD""]"	taemin always rocks airport fashion XD	taemin always rocks airport fashion XD
717	Read this... My 14 year old brother wrote this...	"[""Read"", ""this..."", ""My"", ""year"", ""old"", ""brother"", ""wrote"", ""this...""]"	Read this... My 14 year old brother wrote this...	Read this... My 14 year old brother wrote this...
718	Ahhhh My Hand Sleep	"[""Ahhhh"", ""My"", ""Hand"", ""Sleep""]"	Ahhhh My Hand Sleep	Ahhhh My Hand Sleep
719	Don't burn your opportunities for a temporary comfort..	"[""Don't"", ""burn"", ""your"", ""opportunities"", ""for"", ""a"", ""temporary"", ""comfort..""]"	Don't burn your opportunities for a temporary comfort..	Don't burn your opportunities for a temporary comfort..
720	I'll stop fucking with someone like I didn't even know they existed...	"[""I'll"", ""stop"", ""fucking"", ""with"", ""someone"", ""like"", ""I"", ""didn't"", ""even"", ""know"", ""they"", ""existed...""]"	I'll stop fucking with someone like I didn't even know they existed...	I'll stop fucking with someone like I didn't even know they existed...
721	2 new unfollowers in the last day.	"[""new"", ""unfollowers"", ""in"", ""the"", ""last"", ""day.""]"	2 new unfollowers in the last day.	2 new unfollowers in the last day.
722	hahahaha eventually grow followers	"[""hahahaha"", ""eventually"", ""grow"", ""followers""]"	hahahaha eventually grow followers	hahahaha eventually grow followers
723	NEBZ spring game at 2 in the Hawks. May or may not streak the field to get some minutes in #jk #proudalum #SGP	"[""NEBZ"", ""spring"", ""game"", ""at"", ""in"", ""the"", ""Hawks."", ""May"", ""or"", ""may"", ""not"", ""streak"", ""the"", ""field"", ""to"", ""get"", ""some"", ""minutes"", ""in"", ""#jk"", ""#proudalum"", ""#SGP""]"	NEBZ spring game at 2 in the Hawks. May or may not streak the field to get some minutes in #jk #proudalum #SGP	NEBZ spring game at 2 in the Hawks. May or may not streak the field to get some minutes in #jk #proudalum #SGP
724	Now I live alone and I don't have anyone telling me no it's not as fun	"[""Now"", ""I"", ""live"", ""alone"", ""and"", ""I"", ""don't"", ""have"", ""anyone"", ""telling"", ""me"", ""no"", ""it's"", ""not"", ""as"", ""fun""]"	Now I live alone and I don't have anyone telling me no it's not as fun	Now I live alone and I don't have anyone telling me no it's not as fun
725	How hypnotist Paul McKenna's CD changed my life	"[""How"", ""hypnotist"", ""Paul"", ""McKenna's"", ""CD"", ""changed"", ""my"", ""life""]"	How hypnotist Paul McKenna's CD changed my life	How hypnotist Paul McKenna's CD changed my life
726	U2 - With or Without You	"[""U2"", ""With"", ""or"", ""Without"", ""You""]"	U2 - With or Without You	U2 - With or Without You
727	@iamseifzahran american hustle not nominated :D	"[""@iamseifzahran"", ""american"", ""hustle"", ""not"", ""nominated"", "":D""]"	@iamseifzahran american hustle not nominated :D	@iamseifzahran american hustle not nominated :D
728	A life and legacy of service: Pat Tillman continues to change the worl	"[""A"", ""life"", ""and"", ""legacy"", ""of"", ""service:"", ""Pat"", ""Tillman"", ""continues"", ""to"", ""change"", ""the"", ""worl""]"	A life and legacy of service: Pat Tillman continues to change the worl	A life and legacy of service: Pat Tillman continues to change the worl
729	just imagine how great life would be if pizza made u skinny	"[""just"", ""imagine"", ""how"", ""great"", ""life"", ""would"", ""be"", ""if"", ""pizza"", ""made"", ""u"", ""skinny""]"	just imagine how great life would be if pizza made u skinny	just imagine how great life would be if pizza made u skinny
730	When bae havent hit you up all day	"[""When"", ""bae"", ""havent"", ""hit"", ""you"", ""up"", ""all"", ""day""]"	When bae havent hit you up all day	When bae havent hit you up all day
731	You're more than willing to go along with someone who presents...	"[""You're"", ""more"", ""than"", ""willing"", ""to"", ""go"", ""along"", ""with"", ""someone"", ""who"", ""presents...""]"	You're more than willing to go along with someone who presents...	You're more than willing to go along with someone who presents...
732	one person unfollowed me // automatically checked by	"[""one"", ""person"", ""unfollowed"", ""me"", ""automatically"", ""checked"", ""by""]"	one person unfollowed me // automatically checked by	one person unfollowed me // automatically checked by
733	Unexpected disruptions at work can create surprising opportuni...	"[""Unexpected"", ""disruptions"", ""at"", ""work"", ""can"", ""create"", ""surprising"", ""opportuni...""]"	Unexpected disruptions at work can create surprising opportuni...	Unexpected disruptions at work can create surprising opportuni...
734	@dougiefischer HAHA HELL NO. That was 1 and a half months of training to get there. Next? Pull ups. LOL	"[""@dougiefischer"", ""HAHA"", ""HELL"", ""NO."", ""That"", ""was"", ""and"", ""a"", ""half"", ""months"", ""of"", ""training"", ""to"", ""get"", ""there."", ""Next?"", ""Pull"", ""ups."", ""LOL""]"	@dougiefischer HAHA HELL NO. That was 1 and a half months of training to get there. Next? Pull ups. LOL	@dougiefischer HAHA HELL NO. That was 1 and a half months of training to get there. Next? Pull ups. LOL
735	@hoopaman18 nope	"[""@hoopaman18"", ""nope""]"	@hoopaman18 nope	@hoopaman18 nope
736	So far I have 2 As for the semester	"[""So"", ""far"", ""I"", ""have"", ""As"", ""for"", ""the"", ""semester""]"	So far I have 2 As for the semester	So far I have 2 As for the semester
737	this year I found out a lot about the people around me. from who's real to who's fake and who I can trust	"[""this"", ""year"", ""I"", ""found"", ""out"", ""a"", ""lot"", ""about"", ""the"", ""people"", ""around"", ""me."", ""from"", ""who's"", ""real"", ""to"", ""who's"", ""fake"", ""and"", ""who"", ""I"", ""can"", ""trust""]"	this year I found out a lot about the people around me. from who's real to who's fake and who I can trust	this year I found out a lot about the people around me. from who's real to who's fake and who I can trust
738	@Eathan__Neace I never sleep?	"[""@Eathan__Neace"", ""I"", ""never"", ""sleep?""]"	@Eathan__Neace I never sleep?	@Eathan__Neace I never sleep?
739	Just fews day and i'll take up a new career! exicited :D	"[""Just"", ""fews"", ""day"", ""and"", ""i'll"", ""take"", ""up"", ""a"", ""new"", ""career!"", ""exicited"", "":D""]"	Just fews day and i'll take up a new career! exicited :D	Just fews day and i'll take up a new career! exicited :D
740	I posted a new photo to Facebook	"[""I"", ""posted"", ""a"", ""new"", ""photo"", ""to"", ""Facebook""]"	I posted a new photo to Facebook	I posted a new photo to Facebook
741	Happy Birthday to one if my closer friends! @lcerrone5	"[""Happy"", ""Birthday"", ""to"", ""one"", ""if"", ""my"", ""closer"", ""friends!"", ""@lcerrone5""]"	Happy Birthday to one if my closer friends! @lcerrone5	Happy Birthday to one if my closer friends! @lcerrone5
742	Looking to book a celebrity	"[""Looking"", ""to"", ""book"", ""a"", ""celebrity""]"	Looking to book a celebrity	Looking to book a celebrity
743	Jibo Family Friendly Robot Aims To Give Artificial Intelligence A Cutesy Face	"[""Jibo"", ""Family"", ""Friendly"", ""Robot"", ""Aims"", ""To"", ""Give"", ""Artificial"", ""Intelligence"", ""A"", ""Cutesy"", ""Face""]"	Jibo Family Friendly Robot Aims To Give Artificial Intelligence A Cutesy Face	Jibo Family Friendly Robot Aims To Give Artificial Intelligence A Cutesy Face
744	After a great week training	"[""After"", ""a"", ""great"", ""week"", ""training""]"	After a great week training	After a great week training
745	@Annabel2010 Lol I won't be able to tweet when that's done #stilltouring	"[""@Annabel2010"", ""Lol"", ""I"", ""won't"", ""be"", ""able"", ""to"", ""tweet"", ""when"", ""that's"", ""done"", ""#stilltouring""]"	@Annabel2010 Lol I won't be able to tweet when that's done #stilltouring	@Annabel2010 Lol I won't be able to tweet when that's done #stilltouring
746	Bringing an etch a sketch to school instead of an ipad.	"[""Bringing"", ""an"", ""etch"", ""a"", ""sketch"", ""to"", ""school"", ""instead"", ""of"", ""an"", ""ipad.""]"	Bringing an etch a sketch to school instead of an ipad.	Bringing an etch a sketch to school instead of an ipad.
747	He is the real MVP	"[""He"", ""is"", ""the"", ""real"", ""MVP""]"	He is the real MVP	He is the real MVP
748	That is a ridiculous statement. Of course you can pretend to be Christia	"[""That"", ""is"", ""a"", ""ridiculous"", ""statement."", ""Of"", ""course"", ""you"", ""can"", ""pretend"", ""to"", ""be"", ""Christia""]"	That is a ridiculous statement. Of course you can pretend to be Christia	That is a ridiculous statement. Of course you can pretend to be Christia
749	@saarescue omg that's wonderful news!! Well done dexter! Xx	"[""@saarescue"", ""omg"", ""that's"", ""wonderful"", ""news!!"", ""Well"", ""done"", ""dexter!"", ""Xx""]"	@saarescue omg that's wonderful news!! Well done dexter! Xx	@saarescue omg that's wonderful news!! Well done dexter! Xx
750	Ready for the #Rangers game to start already. Let's get this sweep!	"[""Ready"", ""for"", ""the"", ""#Rangers"", ""game"", ""to"", ""start"", ""already."", ""Let's"", ""get"", ""this"", ""sweep!""]"	Ready for the #Rangers game to start already. Let's get this sweep!	Ready for the #Rangers game to start already. Let's get this sweep!
751	Put some mineral oil on my fretboard. So luxurious.	"[""Put"", ""some"", ""mineral"", ""oil"", ""on"", ""my"", ""fretboard."", ""So"", ""luxurious.""]"	Put some mineral oil on my fretboard. So luxurious.	Put some mineral oil on my fretboard. So luxurious.
752	@jhopekr WHAT WEHRE	"[""@jhopekr"", ""WHAT"", ""WEHRE""]"	@jhopekr WHAT WEHRE	@jhopekr WHAT WEHRE
753	@mitchell_bodden looking forward to it	"[""@mitchell_bodden"", ""looking"", ""forward"", ""to"", ""it""]"	@mitchell_bodden looking forward to it	@mitchell_bodden looking forward to it
754	Ima Tell Yo Ass If I Been lurking On Yo Shit Or Not. Ain't No Shame In My Game	"[""Ima"", ""Tell"", ""Yo"", ""Ass"", ""If"", ""I"", ""Been"", ""lurking"", ""On"", ""Yo"", ""Shit"", ""Or"", ""Not."", ""Ain't"", ""No"", ""Shame"", ""In"", ""My"", ""Game""]"	Ima Tell Yo Ass If I Been lurking On Yo Shit Or Not. Ain't No Shame In My Game	Ima Tell Yo Ass If I Been lurking On Yo Shit Or Not. Ain't No Shame In My Game
755	Feeling so lazy today but I have so many chores! Ahhhhhhh	"[""Feeling"", ""so"", ""lazy"", ""today"", ""but"", ""I"", ""have"", ""so"", ""many"", ""chores!"", ""Ahhhhhhh""]"	Feeling so lazy today but I have so many chores! Ahhhhhhh	Feeling so lazy today but I have so many chores! Ahhhhhhh
756	Iranian students are inquiring trendy chinese agrarianism.	"[""Iranian"", ""students"", ""are"", ""inquiring"", ""trendy"", ""chinese"", ""agrarianism.""]"	Iranian students are inquiring trendy chinese agrarianism.	Iranian students are inquiring trendy chinese agrarianism.
757	...Until its flow is interrupted.	"[""...Until"", ""its"", ""flow"", ""is"", ""interrupted.""]"	...Until its flow is interrupted.	...Until its flow is interrupted.
758	I got a reward: Friendly in BigBusiness Deluxe for Android	"[""I"", ""got"", ""a"", ""reward:"", ""Friendly"", ""in"", ""BigBusiness"", ""Deluxe"", ""for"", ""Android""]"	I got a reward: Friendly in BigBusiness Deluxe for Android	I got a reward: Friendly in BigBusiness Deluxe for Android
759	Crocs Kids Handle It Rain Boot Wellingtons	"[""Crocs"", ""Kids"", ""Handle"", ""It"", ""Rain"", ""Boot"", ""Wellingtons""]"	Crocs Kids Handle It Rain Boot Wellingtons	Crocs Kids Handle It Rain Boot Wellingtons
760	Babaoba: No Terrorists On Lagos-Ibadan Expresswa	"[""Babaoba:"", ""No"", ""Terrorists"", ""On"", ""Lagos-Ibadan"", ""Expresswa""]"	Babaoba: No Terrorists On Lagos-Ibadan Expresswa	Babaoba: No Terrorists On Lagos-Ibadan Expresswa
761	Wildflowers on Tour: DAY 1 - BRISTOL! First stop @LouisianaVenu	"[""Wildflowers"", ""on"", ""Tour:"", ""DAY"", ""BRISTOL!"", ""First"", ""stop"", ""@LouisianaVenu""]"	Wildflowers on Tour: DAY 1 - BRISTOL! First stop @LouisianaVenu	Wildflowers on Tour: DAY 1 - BRISTOL! First stop @LouisianaVenu
762	@thekeyisyou come on keypunch! You can do this!	"[""@thekeyisyou"", ""come"", ""on"", ""keypunch!"", ""You"", ""can"", ""do"", ""this!""]"	@thekeyisyou come on keypunch! You can do this!	@thekeyisyou come on keypunch! You can do this!
763	@yungleana that's pretty sick yo	"[""@yungleana"", ""that's"", ""pretty"", ""sick"", ""yo""]"	@yungleana that's pretty sick yo	@yungleana that's pretty sick yo
764	What if technology stagnated here?	"[""What"", ""if"", ""technology"", ""stagnated"", ""here?""]"	What if technology stagnated here?	What if technology stagnated here?
765	Vanilla Islands at the Arabian Travel Market in Dubai: Rose-Marie Hoareau the Director of Marketing at the	"[""Vanilla"", ""Islands"", ""at"", ""the"", ""Arabian"", ""Travel"", ""Market"", ""in"", ""Dubai:"", ""Rose-Marie"", ""Hoareau"", ""the"", ""Director"", ""of"", ""Marketing"", ""at"", ""the""]"	Vanilla Islands at the Arabian Travel Market in Dubai: Rose-Marie Hoareau the Director of Marketing at the	Vanilla Islands at the Arabian Travel Market in Dubai: Rose-Marie Hoareau the Director of Marketing at the
766	Are you all counting down to FTISLAND concert! 5 more days and FTISLAND will be in Singapore to see all...	"[""Are"", ""you"", ""all"", ""counting"", ""down"", ""to"", ""FTISLAND"", ""concert!"", ""more"", ""days"", ""and"", ""FTISLAND"", ""will"", ""be"", ""in"", ""Singapore"", ""to"", ""see"", ""all...""]"	Are you all counting down to FTISLAND concert! 5 more days and FTISLAND will be in Singapore to see all...	Are you all counting down to FTISLAND concert! 5 more days and FTISLAND will be in Singapore to see all...
767	@Alexissssss_J dont talk to me then	"[""@Alexissssss_J"", ""dont"", ""talk"", ""to"", ""me"", ""then""]"	@Alexissssss_J dont talk to me then	@Alexissssss_J dont talk to me then
768	@lexibraicovich @gwynnharris there is no such thing lex	"[""@lexibraicovich"", ""@gwynnharris"", ""there"", ""is"", ""no"", ""such"", ""thing"", ""lex""]"	@lexibraicovich @gwynnharris there is no such thing lex	@lexibraicovich @gwynnharris there is no such thing lex
769	J's on my feet J's on my feet	"[""J's"", ""on"", ""my"", ""feet"", ""J's"", ""on"", ""my"", ""feet""]"	J's on my feet J's on my feet	J's on my feet J's on my feet
770	Now Playing: Nicky Romero ft Calvin Harris  - Iron	"[""Now"", ""Playing:"", ""Nicky"", ""Romero"", ""ft"", ""Calvin"", ""Harris"", ""Iron""]"	Now Playing: Nicky Romero ft Calvin Harris  - Iron	Now Playing: Nicky Romero ft Calvin Harris  - Iron
771	I will bring @imerikapotato because we really really want to see Taylor Swift so badly.	"[""I"", ""will"", ""bring"", ""@imerikapotato"", ""because"", ""we"", ""really"", ""really"", ""want"", ""to"", ""see"", ""Taylor"", ""Swift"", ""so"", ""badly.""]"	I will bring @imerikapotato because we really really want to see Taylor Swift so badly.	I will bring @imerikapotato because we really really want to see Taylor Swift so badly.
772	Once upon a time nobody gave a fuck	"[""Once"", ""upon"", ""a"", ""time"", ""nobody"", ""gave"", ""a"", ""fuck""]"	Once upon a time nobody gave a fuck	Once upon a time nobody gave a fuck
773	Trying too hard is not good for you	"[""Trying"", ""too"", ""hard"", ""is"", ""not"", ""good"", ""for"", ""you""]"	Trying too hard is not good for you	Trying too hard is not good for you
774	2 weeks too long! Tell Nigerian officials to do everything to #BringBackOurGirls now	"[""weeks"", ""too"", ""long!"", ""Tell"", ""Nigerian"", ""officials"", ""to"", ""do"", ""everything"", ""to"", ""#BringBackOurGirls"", ""now""]"	2 weeks too long! Tell Nigerian officials to do everything to #BringBackOurGirls now	2 weeks too long! Tell Nigerian officials to do everything to #BringBackOurGirls now
775	Ready to hit the house	"[""Ready"", ""to"", ""hit"", ""the"", ""house""]"	Ready to hit the house	Ready to hit the house
776	Jongin reaction to new chanyeol smart watch	"[""Jongin"", ""reaction"", ""to"", ""new"", ""chanyeol"", ""smart"", ""watch""]"	Jongin reaction to new chanyeol smart watch	Jongin reaction to new chanyeol smart watch
777	@Radio702 how far can parties campaign outside vote stations? ward 90 voting station 32960853 there is ANC tent just outside the station.	"[""@Radio702"", ""how"", ""far"", ""can"", ""parties"", ""campaign"", ""outside"", ""vote"", ""stations?"", ""ward"", ""voting"", ""station"", ""there"", ""is"", ""ANC"", ""tent"", ""just"", ""outside"", ""the"", ""station.""]"	@Radio702 how far can parties campaign outside vote stations? ward 90 voting station 32960853 there is ANC tent just outside the station.	@Radio702 how far can parties campaign outside vote stations? ward 90 voting station 32960853 there is ANC tent just outside the station.
778	#SelenaGomez Are BACK ON?! Biebsy Instagrams THIS Sweet Pic Then Deletes It!	"[""#SelenaGomez"", ""Are"", ""BACK"", ""ON?!"", ""Biebsy"", ""Instagrams"", ""THIS"", ""Sweet"", ""Pic"", ""Then"", ""Deletes"", ""It!""]"	#SelenaGomez Are BACK ON?! Biebsy Instagrams THIS Sweet Pic Then Deletes It!	#SelenaGomez Are BACK ON?! Biebsy Instagrams THIS Sweet Pic Then Deletes It!
779	Yeah. *tickles @mlp_Perla behind the ear*	"[""Yeah."", ""*tickles"", ""@mlp_Perla"", ""behind"", ""the"", ""ear*""]"	Yeah. *tickles @mlp_Perla behind the ear*	Yeah. *tickles @mlp_Perla behind the ear*
780	I MIGHT be on TV and Radio starting tomorrow *Faints* Time to finally put that communications degree to good use.	"[""I"", ""MIGHT"", ""be"", ""on"", ""TV"", ""and"", ""Radio"", ""starting"", ""tomorrow"", ""*Faints*"", ""Time"", ""to"", ""finally"", ""put"", ""that"", ""communications"", ""degree"", ""to"", ""good"", ""use.""]"	I MIGHT be on TV and Radio starting tomorrow *Faints* Time to finally put that communications degree to good use.	I MIGHT be on TV and Radio starting tomorrow *Faints* Time to finally put that communications degree to good use.
781	@lukelewis In memory of Simon Hoggar	"[""@lukelewis"", ""In"", ""memory"", ""of"", ""Simon"", ""Hoggar""]"	@lukelewis In memory of Simon Hoggar	@lukelewis In memory of Simon Hoggar
782	Gerrard's shots are impeccable	"[""Gerrard's"", ""shots"", ""are"", ""impeccable""]"	Gerrard's shots are impeccable	Gerrard's shots are impeccable
783	@_OhioGrown I saw you at the @BewareoDarkess concert and waved at yo	"[""@_OhioGrown"", ""I"", ""saw"", ""you"", ""at"", ""the"", ""@BewareoDarkess"", ""concert"", ""and"", ""waved"", ""at"", ""yo""]"	@_OhioGrown I saw you at the @BewareoDarkess concert and waved at yo	@_OhioGrown I saw you at the @BewareoDarkess concert and waved at yo
784	@ComicBook_Movie We are offering #XMen fans the chance to ask the #DOFP cast their questions via Skype!	"[""@ComicBook_Movie"", ""We"", ""are"", ""offering"", ""#XMen"", ""fans"", ""the"", ""chance"", ""to"", ""ask"", ""the"", ""#DOFP"", ""cast"", ""their"", ""questions"", ""via"", ""Skype!""]"	@ComicBook_Movie We are offering #XMen fans the chance to ask the #DOFP cast their questions via Skype!	@ComicBook_Movie We are offering #XMen fans the chance to ask the #DOFP cast their questions via Skype!
785	i dont plan on ever losing any fans. young or old. only gaining more and more respect. MJ never left the kids he just grew	"[""i"", ""dont"", ""plan"", ""on"", ""ever"", ""losing"", ""any"", ""fans."", ""young"", ""or"", ""old."", ""only"", ""gaining"", ""more"", ""and"", ""more"", ""respect."", ""MJ"", ""never"", ""left"", ""the"", ""kids"", ""he"", ""just"", ""grew""]"	i dont plan on ever losing any fans. young or old. only gaining more and more respect. MJ never left the kids he just grew	i dont plan on ever losing any fans. young or old. only gaining more and more respect. MJ never left the kids he just grew
786	Everything is gonna be alright #EnriqueIglesias	"[""Everything"", ""is"", ""gonna"", ""be"", ""alright"", ""#EnriqueIglesias""]"	Everything is gonna be alright #EnriqueIglesias	Everything is gonna be alright #EnriqueIglesias
787	The 6th Samui Bike Week ready to roar into life	"[""The"", ""6th"", ""Samui"", ""Bike"", ""Week"", ""ready"", ""to"", ""roar"", ""into"", ""life""]"	The 6th Samui Bike Week ready to roar into life	The 6th Samui Bike Week ready to roar into life
788	We'll be a dream	"[""We'll"", ""be"", ""a"", ""dream""]"	We'll be a dream	We'll be a dream
789	@Halpacino77 @Paulmcgrath5 shes just tryin to be kind mate :-(	"[""@Halpacino77"", ""@Paulmcgrath5"", ""shes"", ""just"", ""tryin"", ""to"", ""be"", ""kind"", ""mate""]"	@Halpacino77 @Paulmcgrath5 shes just tryin to be kind mate :-(	@Halpacino77 @Paulmcgrath5 shes just tryin to be kind mate :-(
790	Who's Gladis??? Just been to the Ridgeway Arm	"[""Who's"", ""Gladis???"", ""Just"", ""been"", ""to"", ""the"", ""Ridgeway"", ""Arm""]"	Who's Gladis??? Just been to the Ridgeway Arm	Who's Gladis??? Just been to the Ridgeway Arm
791	Out of My League - Fitz and the Tantrums #nowplaying	"[""Out"", ""of"", ""My"", ""League"", ""Fitz"", ""and"", ""the"", ""Tantrums"", ""#nowplaying""]"	Out of My League - Fitz and the Tantrums #nowplaying	Out of My League - Fitz and the Tantrums #nowplaying
792	@iNiallsSmilee_ i'm gonna watch this movie today!!	"[""@iNiallsSmilee_"", ""i'm"", ""gonna"", ""watch"", ""this"", ""movie"", ""today!!""]"	@iNiallsSmilee_ i'm gonna watch this movie today!!	@iNiallsSmilee_ i'm gonna watch this movie today!!
793	Do not break the heart that loves you!	"[""Do"", ""not"", ""break"", ""the"", ""heart"", ""that"", ""loves"", ""you!""]"	Do not break the heart that loves you!	Do not break the heart that loves you!
794	Kin give out DNA samples as divers recover bodies from South Korean ferry	"[""Kin"", ""give"", ""out"", ""DNA"", ""samples"", ""as"", ""divers"", ""recover"", ""bodies"", ""from"", ""South"", ""Korean"", ""ferry""]"	Kin give out DNA samples as divers recover bodies from South Korean ferry	Kin give out DNA samples as divers recover bodies from South Korean ferry
795	Hate waking up and not knowing what to wear	"[""Hate"", ""waking"", ""up"", ""and"", ""not"", ""knowing"", ""what"", ""to"", ""wear""]"	Hate waking up and not knowing what to wear	Hate waking up and not knowing what to wear
796	@justinbieber Happy Birthday Jay	"[""@justinbieber"", ""Happy"", ""Birthday"", ""Jay""]"	@justinbieber Happy Birthday Jay	@justinbieber Happy Birthday Jay
797	At the Rail beer dinner March 24th	"[""At"", ""the"", ""Rail"", ""beer"", ""dinner"", ""March"", ""24th""]"	At the Rail beer dinner March 24th	At the Rail beer dinner March 24th
798	my heart breaks a little when I hear your name	"[""my"", ""heart"", ""breaks"", ""a"", ""little"", ""when"", ""I"", ""hear"", ""your"", ""name.""]"	my heart breaks a little when I hear your name	my heart breaks a little when I hear your name.
799	Getting some studio foam and new equipment. #music #production #monitors #foam #interface #guitarplayers	"[""Getting"", ""some"", ""studio"", ""foam"", ""and"", ""new"", ""equipment."", ""#music"", ""#production"", ""#monitors"", ""#foam"", ""#interface"", ""#guitarplayers""]"	Getting some studio foam and new equipment. #music #production #monitors #foam #interface #guitarplayers	Getting some studio foam and new equipment. #music #production #monitors #foam #interface #guitarplayers
800	@BhoyEddie It is only 200 out of 1600. Stores in mainly muslim area	"[""@BhoyEddie"", ""It"", ""is"", ""only"", ""out"", ""of"", ""Stores"", ""in"", ""mainly"", ""muslim"", ""area""]"	@BhoyEddie It is only 200 out of 1600. Stores in mainly muslim area	@BhoyEddie It is only 200 out of 1600. Stores in mainly muslim area
801	I be sleeping so good until it's time to wake up	"[""I"", ""be"", ""sleeping"", ""so"", ""good"", ""until"", ""it's"", ""time"", ""to"", ""wake"", ""up""]"	I be sleeping so good until it's time to wake up	I be sleeping so good until it's time to wake up
802	Honestly don't remember the last time I had a decent night of sleep	"[""Honestly"", ""don't"", ""remember"", ""the"", ""last"", ""time"", ""I"", ""had"", ""a"", ""decent"", ""night"", ""of"", ""sleep""]"	Honestly don't remember the last time I had a decent night of sleep	Honestly don't remember the last time I had a decent night of sleep
803	Free Bet for new customers from TitanBet	"[""Free"", ""Bet"", ""for"", ""new"", ""customers"", ""from"", ""TitanBet""]"	Free Bet for new customers from TitanBet	Free Bet for new customers from TitanBet
804	Why were Burger King's chicken fries ever discontinued?? They were the only good thing there!	"[""Why"", ""were"", ""Burger"", ""King's"", ""chicken"", ""fries"", ""ever"", ""discontinued??"", ""They"", ""were"", ""the"", ""only"", ""good"", ""thing"", ""there!""]"	Why were Burger King's chicken fries ever discontinued?? They were the only good thing there!	Why were Burger King's chicken fries ever discontinued?? They were the only good thing there!
805	Idk why in fascinated by Greek mythology	"[""Idk"", ""why"", ""in"", ""fascinated"", ""by"", ""Greek"", ""mythology""]"	Idk why in fascinated by Greek mythology	Idk why in fascinated by Greek mythology
806	@BoomerandCarton forsure not tik	"[""@BoomerandCarton"", ""forsure"", ""not"", ""tik""]"	@BoomerandCarton forsure not tik	@BoomerandCarton forsure not tik
807	Soos has his own Home Repair show? This is an unsettling development...	"[""Soos"", ""has"", ""his"", ""own"", ""Home"", ""Repair"", ""show?"", ""This"", ""is"", ""an"", ""unsettling"", ""development...""]"	Soos has his own Home Repair show? This is an unsettling development...	Soos has his own Home Repair show? This is an unsettling development...
808	Spend a worthy minute to read this. #mindfulness #zen	"[""Spend"", ""a"", ""worthy"", ""minute"", ""to"", ""read"", ""this."", ""#mindfulness"", ""#zen""]"	Spend a worthy minute to read this. #mindfulness #zen	Spend a worthy minute to read this. #mindfulness #zen
809	sacrificing sleep for netflix has just become a routine	"[""sacrificing"", ""sleep"", ""for"", ""netflix"", ""has"", ""just"", ""become"", ""a"", ""routine""]"	sacrificing sleep for netflix has just become a routine	sacrificing sleep for netflix has just become a routine
810	I feel like being grumpy today	"[""I"", ""feel"", ""like"", ""being"", ""grumpy"", ""today""]"	I feel like being grumpy today	I feel like being grumpy today
